Neuron,Start Time,Amplitude,Peak,Decay Time,Rise Time,Latency,Frequency,k-means-ED,k-means-EMD,k-means-Hausdorff,k-means-Manhattan,Hierarchical,GMM,Spectral,t-SNE-1,t-SNE-2,UMAP-1,UMAP-2
n60,1406,0.227166667,-0.353,0,0,0,0.433333333,4,2,3,3,4,4,0,5.053158,-0.45879307,7.0085545,15.465898
n60,1411,0.2241,-0.353,0,3,3,0.5,4,2,3,3,4,4,0,3.691747,3.107601,10.0612335,15.512332
n60,1416,0.2214,-0.353,0,2,2,0.533333333,4,2,3,3,4,4,0,3.9172556,9.74915,9.843727,15.133963
n60,1421,0.213566667,-0.353,0,1,1,0.533333333,4,2,3,3,4,4,0,5.6145163,14.019285,9.507971,15.807103
n60,1426,0.205266667,-0.353,0,1,1,0.5,4,2,3,3,4,4,0,1.405544,17.424686,8.890265,15.423429
n60,1431,0.157233333,-0.404,0,1,1,0.566666667,4,2,3,3,4,4,0,4.2778745,21.59722,9.42495,14.8818245
n60,1436,0.1467,-0.404,0,2,2,0.533333333,4,2,3,3,4,4,0,1.7293366,25.881842,9.285298,14.366928
n60,1441,0.1438,-0.404,0,0,0,0.6,4,2,3,3,4,4,0,6.7167425,27.938267,8.446693,14.895349
n60,1446,0.1514,-0.404,0,0,0,0.633333333,4,2,3,3,4,4,0,6.023715,32.942326,12.788738,16.10671
n60,1451,0.148966667,-0.404,0,0,0,0.566666667,4,2,3,3,4,4,0,-2.4044523,31.738852,8.575033,5.6224027
n60,1456,0.149133333,-0.404,0,0,0,0.6,4,2,3,3,4,4,0,-2.1698096,36.986294,8.689613,13.385577
n60,1461,0.136866667,-0.418,0,0,0,0.633333333,4,2,3,3,4,4,0,4.9904184,37.818333,7.7579365,13.915687
n60,1466,0.149133333,-0.418,0,0,0,0.566666667,4,2,3,3,4,4,0,1.2168308,42.537247,7.554013,13.336083
n60,1471,0.1506,-0.418,0,1,1,0.533333333,4,2,3,3,4,4,0,-1.248666,53.796,7.320282,12.968557
n60,1476,0.1423,-0.418,0,0,0,0.533333333,4,2,3,3,4,4,0,2.2498984,57.458107,14.742389,16.072588
n60,1481,0.146766667,-0.407,0,0,0,0.533333333,4,2,3,3,4,4,0,0.65856016,62.96603,7.131446,12.094832
n60,1486,0.1518,-0.388,0,0,0,0.533333333,4,2,3,3,4,4,0,4.141401,67.61173,7.615957,11.948484
n60,1491,0.2537,-0.278,0,4,4,0.566666667,4,2,3,3,4,4,0,7.9908314,62.643234,8.397111,12.607667
n60,1496,0.235533333,-0.278,0,0,0,0.533333333,4,2,3,3,4,4,0,12.987817,64.95786,8.139014,11.582988
n60,1501,0.212,-0.278,0,8,8,0.5,4,2,3,3,4,1,0,10.801967,58.633347,8.8390255,12.172775
n60,1506,0.193133333,-0.278,0,3,3,0.5,4,2,3,3,4,4,0,13.206193,56.166405,9.143491,12.243471
n60,1511,0.194866667,-0.278,0,1,1,0.533333333,4,2,3,3,4,4,0,8.539587,54.079117,9.531706,12.001794
n60,1516,0.200266667,-0.278,0,0,0,0.5,4,2,3,3,4,4,0,12.653606,50.18523,7.9307957,16.982712
n60,1521,0.2045,-0.283,0,0,0,0.5,4,2,3,3,4,4,0,12.002106,46.040985,10.117918,11.648445
n60,1526,0.203833333,-0.283,0,0,0,0.566666667,4,2,3,3,4,4,0,7.8171153,41.58107,9.700905,10.767421
n60,1531,0.272433333,-0.224,0,0,0,0.533333333,4,2,3,3,4,4,0,1.0496722,-11.315763,-2.2367802,10.923518
n60,1536,0.268766667,-0.224,0,1,1,0.533333333,4,2,3,3,4,4,0,-1.0428176,-17.122204,8.455372,10.480607
n60,1541,0.251266667,-0.224,0,0,0,0.533333333,4,2,3,3,4,4,0,-2.9340532,-21.778685,7.830901,9.988005
n60,1546,0.255166667,-0.224,0,3,3,0.5,4,2,3,3,4,4,0,1.5428329,-23.9573,8.166559,9.509143
n60,1551,0.2417,-0.224,0,0,0,0.566666667,4,2,3,3,4,4,0,-2.0427957,-27.30317,11.7368,15.128855
n60,1556,0.255433333,-0.224,0,3,3,0.466666667,4,2,3,3,4,4,0,-3.9197237,-30.40929,8.637334,9.209397
n60,1561,0.148766667,-0.326,0,0,0,0.533333333,4,2,3,3,4,4,0,-0.6395075,-34.93058,6.782425,17.69865
n60,1566,0.148033333,-0.326,0,0,0,0.566666667,4,2,3,3,4,4,0,-0.25996146,-40.588596,8.614955,7.71822
n60,1571,0.161566667,-0.315,0,1,1,0.5,4,2,3,3,4,4,0,-4.1530766,-45.241608,9.436296,8.564791
n60,1576,0.1499,-0.315,0,0,0,0.533333333,4,2,3,3,4,4,0,1.1285561,-48.411316,9.861397,9.391852
n60,1581,0.234966667,-0.216,0,4,4,0.5,4,2,3,3,4,4,0,-4.084542,-53.563198,9.554206,7.9466944
n60,1586,0.218066667,-0.216,0,0,0,0.433333333,4,2,3,3,4,4,0,-8.87443,-55.163445,17.664438,14.923313
n60,1591,0.226533333,-0.207,0,1,1,0.433333333,4,2,3,3,4,4,0,-6.90212,-60.30164,10.264317,8.409606
n60,1596,0.2832,-0.14,0,0,0,0.5,4,2,3,3,4,4,0,-1.5893247,-60.695835,10.943314,8.577616
n60,1601,0.266566667,-0.14,0,0,0,0.533333333,4,2,3,3,4,4,0,4.5949926,-60.255043,10.589704,7.342275
n60,1606,0.260433333,-0.14,0,0,0,0.533333333,4,2,3,3,4,4,0,2.406767,-67.176994,9.73258,6.6599855
n60,1611,0.269133333,-0.14,0,0,0,0.466666667,4,2,3,3,4,4,0,-4.864959,-66.62495,8.709218,6.3702235
n60,1616,0.260266667,-0.14,0,0,0,0.466666667,4,2,3,3,4,4,0,-9.709583,-71.0288,8.478625,18.241323
n60,1621,0.247733333,-0.14,0,1,1,0.433333333,4,2,3,3,4,4,0,-2.6793442,-74.73526,11.347107,12.442971
n60,1626,0.229866667,-0.158,0,1,1,0.433333333,4,2,3,3,4,4,0,-7.835488,-78.78384,11.735172,12.434093
n60,1631,0.2255,-0.158,0,0,0,0.4,4,2,3,3,4,4,0,-6.4428473,-86.202934,9.861995,2.505293
n60,1636,0.245766667,-0.158,0,2,2,0.4,4,2,3,3,4,4,0,4.038592,-76.3848,11.607655,11.387803
n60,1641,0.249733333,-0.158,0,0,0,0.433333333,4,2,3,3,4,4,0,1.3220147,-82.22316,16.273117,14.539337
n60,1646,0.257533333,-0.158,0,0,0,0.466666667,4,2,3,3,4,4,0,5.934328,-88.39935,8.809222,1.9985511
n60,1651,0.255,-0.158,0,1,1,0.533333333,4,2,3,3,4,4,0,11.862739,-82.34302,11.148946,10.484015
n60,1656,0.210866667,-0.208,0,0,0,0.5,4,2,3,3,4,4,0,18.371357,-83.82546,12.119692,10.121799
n60,1661,0.253733333,-0.208,0,5,5,0.4,4,2,3,3,4,1,0,17.114311,-77.425644,11.562277,9.9517565
n60,1666,0.2285,-0.208,0,0,0,0.5,4,2,3,3,4,4,0,22.692282,-77.47318,10.662789,4.8246875
n60,1671,0.223366667,-0.208,0,2,2,0.5,4,2,3,3,4,4,0,27.746984,-80.61689,10.195722,4.9425316
n60,1676,0.2047,-0.208,0,0,0,0.566666667,4,2,3,3,4,4,0,23.692688,-70.5638,10.50608,5.7453322
n60,1681,0.2193,-0.208,0,0,0,0.466666667,4,2,3,3,4,4,0,24.577433,-62.994335,11.385753,8.23857
n60,1686,0.2717,-0.138,0,5,5,0.5,4,2,3,3,4,1,0,17.388885,-66.37642,11.696696,6.2733107
n60,1691,0.262233333,-0.138,0,1,1,0.4,4,2,3,3,4,4,0,8.831715,-69.501434,10.014476,3.4439719
n60,1696,0.2697,-0.138,0,0,0,0.433333333,4,2,3,3,1,4,0,11.474836,-65.37899,12.508593,6.8336725
n60,1701,0.276266667,-0.138,0,0,0,0.466666667,4,2,3,3,1,4,0,9.787025,-59.38295,6.4292693,16.810379
n60,1706,0.2969,-0.138,0,4,4,0.466666667,4,2,3,3,1,4,0,5.959202,-18.50484,12.454636,7.616106
n60,1711,0.309533333,-0.138,0,0,0,0.466666667,4,2,3,3,1,4,0,4.552182,-14.1710205,12.128372,7.81992
n60,1716,0.1537,-0.322,0,0,0,0.533333333,4,2,3,3,1,4,0,6.9836826,-10.040133,11.3907,7.0104213
n60,1721,0.163466667,-0.322,0,0,0,0.566666667,4,2,3,3,1,4,0,9.971689,-3.7708473,14.037958,8.349052
n60,1726,0.1805,-0.322,0,1,1,0.5,4,2,3,3,1,4,0,8.606334,2.996986,13.270392,10.687737
n60,1731,0.143,-0.379,0,0,0,0.533333333,4,2,3,3,1,4,0,9.541693,7.4789987,13.400624,11.336419
n60,1736,0.105166667,-0.433,0,0,0,0.566666667,4,2,3,3,1,4,0,13.993878,11.003167,13.737502,11.671269
n60,1741,0.2071,-0.336,0,1,1,0.5,4,2,3,3,1,4,0,12.714453,15.708377,15.025273,11.261232
n60,1746,0.394266667,-0.145,0,1,1,0.466666667,4,2,3,3,1,4,0,8.969632,18.245745,14.935992,11.855532
n60,1751,0.379533333,-0.145,0,0,0,0.433333333,4,2,3,3,1,4,0,9.035634,23.129637,15.832885,11.601553
n60,1756,0.371,-0.145,0,3,3,0.366666667,4,2,3,3,1,1,0,13.510633,25.763622,15.618372,12.039741
n60,1761,0.3639,-0.145,0,3,3,0.466666667,4,2,3,3,1,1,0,11.8000765,28.522022,15.542933,12.530924
n60,1766,0.3601,-0.145,0,2,2,0.466666667,2,2,3,3,1,4,0,10.928817,34.21647,15.363261,12.955845
n60,1771,0.3536,-0.145,0,0,0,0.466666667,2,2,3,3,1,4,0,12.635139,38.67066,14.740457,13.248345
n60,1776,0.216,-0.298,0,1,1,0.5,2,2,3,3,1,4,0,17.54381,37.77624,14.073056,13.23208
n60,1781,0.2112,-0.312,0,0,0,0.466666667,2,1,3,3,1,4,0,20.68193,42.237106,13.623746,7.9665847
n60,1786,0.190833333,-0.352,0,1,1,0.5,2,1,3,3,1,4,0,15.944411,43.246723,13.892748,12.2984085
n60,1791,0.198133333,-0.352,0,1,1,0.433333333,2,1,3,3,1,4,0,17.926624,48.707684,13.128199,9.156034
n60,1796,0.1508,-0.415,0,0,0,0.433333333,2,1,4,3,1,4,0,20.859072,52.70131,13.472175,9.702024
n60,1801,0.1658,-0.401,0,0,0,0.4,2,1,4,3,1,4,0,25.459929,55.776646,8.657363,2.5741186
n60,1806,0.172266667,-0.401,0,0,0,0.5,2,1,4,0,1,4,0,28.433401,50.59771,14.928786,14.486132
n60,1811,0.175,-0.401,0,2,2,0.533333333,2,1,4,0,1,4,0,29.202547,44.842392,14.505937,9.463812
n60,1816,0.166633333,-0.401,0,2,2,0.5,2,1,4,0,1,4,0,27.624628,40.034794,14.651611,8.77009
n60,1821,0.174933333,-0.401,0,5,5,0.5,2,1,4,0,1,1,0,24.507957,37.254757,15.116543,9.028612
n60,1826,0.168366667,-0.401,0,0,0,0.533333333,2,1,4,0,1,4,0,21.229637,33.565617,15.459044,9.83138
n60,1831,0.225833333,-0.347,0,2,2,0.5,2,1,4,0,1,4,0,28.40815,34.60804,15.752864,9.168494
n60,1836,0.213133333,-0.347,0,0,0,0.5,2,1,4,0,1,4,0,26.967083,30.435253,16.417652,9.5288315
n60,1841,0.226166667,-0.347,0,0,0,0.466666667,2,1,4,0,1,4,0,27.442947,25.959658,16.448936,10.7395115
n60,1846,0.230866667,-0.347,0,2,2,0.4,2,1,4,0,1,4,0,24.341063,21.690496,17.1094,10.683423
n60,1851,0.227933333,-0.347,0,0,0,0.433333333,2,1,4,0,1,4,0,19.984886,21.84545,17.58607,10.691209
n60,1856,0.226933333,-0.347,0,0,0,0.4,2,1,4,0,1,4,0,26.277441,17.10489,10.789109,3.1347356
n60,1861,0.228066667,-0.363,0,0,0,0.433333333,2,1,4,0,1,4,0,22.960983,13.254742,18.190647,10.265516
n60,1866,0.1957,-0.383,0,3,3,0.466666667,2,1,4,0,1,4,0,19.331224,14.408102,18.356976,9.896927
n60,1871,0.1915,-0.383,0,1,1,0.4,2,1,4,0,1,4,0,20.122232,7.6003056,17.390623,9.287982
n60,1876,0.189733333,-0.383,0,2,2,0.433333333,2,1,4,0,1,4,0,15.733648,6.126275,17.82573,9.078791
n60,1881,0.185433333,-0.383,0,0,0,0.4,2,1,4,0,1,4,0,13.037245,1.9463848,18.369343,8.526141
n60,1886,0.199766667,-0.383,0,0,0,0.5,2,1,4,0,1,4,0,14.475533,-3.1793394,19.235119,9.087296
n60,1891,0.201333333,-0.383,0,0,0,0.5,2,1,4,0,1,4,0,11.472147,-8.287088,19.431635,11.051672
n60,1896,0.178266667,-0.425,0,0,0,0.566666667,2,1,4,0,1,4,0,15.129396,-12.409597,17.23374,7.574116
n60,1901,0.1658,-0.425,0,0,0,0.6,2,1,4,0,1,4,0,16.849371,-18.002142,16.625584,7.6729727
n60,1906,0.1612,-0.425,0,0,0,0.6,2,1,4,0,1,4,0,9.984655,-18.251976,16.746027,8.073949
n60,1911,0.225766667,-0.333,0,10,10,0.533333333,2,1,4,0,1,1,0,12.339501,-20.655571,18.82954,7.2107816
n60,1916,0.3178,-0.17,0,9,9,0.4,2,1,4,0,1,1,0,11.905551,-21.282465,18.886526,7.1410728
n60,1921,0.441933333,0.043,0,17,17,0.4,2,1,4,0,1,1,0,6.8901777,-32.59875,18.907,6.8962765
n60,1926,0.4657,0.151,0,16,16,0.466666667,2,1,4,0,1,1,0,6.755769,-32.75048,18.884724,6.9026065
n60,1931,0.3901,0.151,0,11,11,0.6,2,1,4,0,1,1,0,6.3409753,-33.764656,18.941587,6.4974804
n60,1936,0.3116,0.151,0,10,10,0.5,2,1,4,0,1,1,0,6.721327,-34.551495,18.81828,6.381848
n60,1941,0.378233333,0.295,0,5,5,0.4,2,1,4,0,1,1,0,8.97337,-40.33683,18.640055,6.3264966
n60,1946,0.3418,0.295,0,0,0,0.433333333,2,1,4,0,1,4,0,4.3888245,-41.682503,20.038471,7.4720154
n60,1951,0.393766667,0.389,0,0,0,0.5,2,1,4,0,1,4,0,6.289889,-46.14482,17.812775,5.3097997
n60,1956,0.3728,0.389,0,0,0,0.533333333,2,1,4,0,1,4,0,5.4135585,-51.740704,17.754074,6.0320745
n60,1961,0.384,0.389,0,4,4,0.466666667,2,1,4,0,1,1,0,10.170959,-51.847515,17.20187,6.002354
n60,1966,0.360433333,0.389,1,0,1,0.5,2,1,4,0,1,3,0,14.248084,-48.666637,16.615833,6.0656366
n60,1971,0.384766667,0.389,0,4,4,0.466666667,2,1,4,0,1,1,0,16.830906,-53.74028,16.889942,5.5766773
n60,1976,0.404266667,0.389,1,0,1,0.5,2,1,4,0,1,3,0,19.362675,-57.85674,12.635638,3.964356
n60,1981,0.336633333,0.269,0,0,0,0.566666667,2,1,4,0,1,4,0,24.837051,-56.15869,13.149936,3.6787045
n60,1986,0.3579,0.269,0,0,0,0.566666667,2,1,4,0,1,4,0,24.536821,-50.534176,14.685736,4.25815
n60,1991,0.361933333,0.269,0,0,0,0.533333333,2,1,4,0,1,4,0,19.682549,-47.581112,18.118837,7.607628
n60,1996,0.400366667,0.269,0,0,0,0.6,2,1,4,0,1,4,0,17.012413,-43.452984,15.897603,4.615418
n60,2001,0.189,0.036,0,0,0,0.6,2,1,4,0,1,4,0,23.7045,-43.842472,15.063092,5.181009
n60,2006,0.2284,0.076,0,2,2,0.566666667,2,1,4,0,1,4,0,24.16877,-39.02607,15.292664,6.1127844
n60,2011,0.2252,0.076,0,0,0,0.566666667,2,1,4,0,1,4,0,22.033535,-34.67263,14.898058,6.750611
n60,2016,0.242366667,0.076,0,0,0,0.533333333,2,1,4,0,1,4,0,17.005896,-32.1887,13.856203,6.682314
n60,2021,0.2755,0.076,0,2,2,0.533333333,2,1,4,0,1,4,0,17.78258,-28.263847,14.317146,5.8221726
n60,2026,0.310533333,0.076,0,1,1,0.433333333,2,1,4,0,1,4,0,20.135159,-23.680868,21.834724,8.46182
n60,2031,0.3479,0.076,0,0,0,0.533333333,2,1,4,0,1,4,0,24.05343,-26.120754,14.08779,5.3157578
n60,2036,0.2972,-0.024,0,0,0,0.533333333,2,1,4,0,1,4,0,29.100765,-26.635017,15.247254,4.03899
n60,2041,0.343333333,-0.024,0,0,0,0.466666667,2,1,4,0,1,4,0,29.014326,-33.183094,12.801253,5.3331056
n60,2046,0.184233333,-0.229,0,0,0,0.5,2,1,4,0,1,4,0,32.688507,-37.093502,20.246103,9.6031885
n60,2051,0.189266667,-0.229,0,0,0,0.5,2,1,4,0,1,4,0,29.072693,-41.996532,12.656442,4.493129
n60,2056,0.2036,-0.229,0,1,1,0.533333333,2,1,4,0,1,4,0,35.142296,-44.055336,12.351754,2.7486398
n60,2061,0.206333333,-0.229,0,1,1,0.533333333,2,1,4,0,1,4,0,28.926939,-47.788574,13.308864,2.4909942
n60,2066,0.230166667,-0.197,0,0,0,0.5,2,1,4,0,1,4,0,31.13457,-52.808258,14.000597,2.773599
n60,2071,0.2485,-0.197,0,0,0,0.566666667,2,1,4,0,1,4,0,36.805183,-50.484665,1.4559968,14.882827
n60,2076,0.2579,-0.197,0,0,0,0.533333333,2,1,4,0,1,4,0,30.446701,-58.776176,9.857321,1.4629712
n60,2081,0.2709,-0.197,0,0,0,0.5,2,1,4,0,1,4,0,35.357082,-63.31047,21.911446,2.3572314
n60,2086,0.2776,-0.197,0,0,0,0.5,2,1,4,0,1,4,0,30.053013,-66.84933,21.85936,2.9754634
n60,2091,0.281966667,-0.197,0,0,0,0.5,2,1,4,0,1,4,0,31.356663,-73.247,20.899763,7.995355
n60,2096,0.1914,-0.305,0,0,0,0.633333333,2,1,4,0,1,4,0,37.562435,-75.89148,9.78857,0.15246007
n60,2101,0.210966667,-0.269,0,2,2,0.533333333,2,1,4,0,1,4,0,41.36368,-71.364426,19.068062,4.6442986
n60,2106,0.205466667,-0.269,0,2,2,0.5,2,1,4,0,1,4,0,8.914099,72.03313,14.020542,4.426582
n60,2111,0.210133333,-0.269,0,1,1,0.5,2,1,4,0,1,4,0,15.111247,70.93345,19.35696,4.1185474
n60,2116,0.2152,-0.269,0,0,0,0.533333333,2,1,4,0,1,4,0,5.1413164,80.73375,18.658619,3.9270997
n60,2121,0.2217,-0.269,0,0,0,0.466666667,2,1,4,0,1,4,0,11.733038,77.87691,20.520468,3.3594656
n60,2126,0.232133333,-0.269,0,1,1,0.4,2,1,4,0,1,4,0,12.191935,85.43263,11.744512,1.7537764
n60,2131,0.2124,-0.312,0,0,0,0.5,2,1,4,0,1,4,0,17.82059,81.788376,20.310364,4.9399405
n60,2136,0.237766667,-0.312,0,1,1,0.5,2,1,4,0,1,4,0,23.577406,85.68689,12.792064,1.2302256
n60,2141,0.255533333,-0.312,0,0,0,0.433333333,2,1,4,0,1,4,0,27.890163,80.45272,13.545905,1.1568459
n60,2146,0.221933333,-0.361,0,0,0,0.466666667,2,1,4,0,1,4,0,22.690165,71.91239,20.929857,3.8490896
n60,2151,0.118733333,-0.476,0,0,0,0.566666667,2,1,4,0,1,4,0,28.790232,73.30137,21.330162,4.1358576
n60,2156,0.129633333,-0.476,0,1,1,0.633333333,2,1,4,0,1,4,0,34.730373,78.27511,20.876442,4.4912753
n60,2161,0.138066667,-0.476,0,1,1,0.666666667,2,1,4,0,1,4,0,36.82091,71.62617,21.27972,4.8446937
n60,2166,0.174933333,-0.424,0,0,0,0.566666667,2,1,4,0,1,4,0,43.04229,73.82663,22.41163,4.8901854
n60,2171,0.29,-0.272,0,4,4,0.5,2,1,4,0,1,4,0,44.562447,66.835396,21.99182,5.3107057
n60,2176,0.291666667,-0.216,0,17,17,0.4,2,1,4,0,1,1,0,41.22469,63.417118,18.517673,2.2842886
n60,2181,0.327966667,-0.126,0,14,14,0.5,2,1,4,0,1,1,0,40.704548,62.928104,18.437782,2.3172889
n60,2186,0.279,-0.126,0,12,12,0.533333333,2,1,4,0,1,1,0,39.947247,62.32262,18.353188,2.3360865
n60,2191,0.236733333,-0.126,0,8,8,0.566666667,2,1,4,0,1,1,0,39.045174,61.886623,18.200428,2.433711
n60,2196,0.2101,-0.126,0,3,3,0.466666667,2,1,4,0,1,4,0,36.591583,60.66823,17.863398,2.4870462
n60,2201,0.206333333,-0.126,0,0,0,0.466666667,2,1,4,0,1,4,0,31.178583,55.739742,17.374777,3.3689656
n60,2206,0.225566667,-0.126,0,1,1,0.433333333,2,1,4,0,1,4,0,34.5539,50.711662,16.774681,3.2800548
n60,2211,0.1542,-0.231,0,1,1,0.566666667,2,1,4,0,1,4,0,40.35589,49.820366,16.266132,2.9430318
n60,2216,0.181933333,-0.231,0,0,0,0.566666667,2,1,4,0,1,4,0,35.66007,44.380447,15.57506,2.8521717
n60,2221,0.209333333,-0.237,0,0,0,0.5,2,1,4,0,1,4,0,42.10157,44.647537,14.769868,1.38056
n60,2226,0.2287,-0.237,0,0,0,0.466666667,2,1,4,0,1,4,0,44.638103,39.6756,10.732519,1.2499669
n60,2231,0.1998,-0.298,0,0,0,0.566666667,2,1,4,0,1,4,0,40.52867,35.077095,15.013298,2.0985389
n60,2236,0.132233333,-0.389,0,0,0,0.533333333,2,1,4,0,1,4,0,32.768147,30.666641,15.617509,1.5000602
n60,2241,0.140633333,-0.389,0,0,0,0.5,2,1,4,0,1,4,0,39.700684,30.057236,16.53605,2.5368226
n60,2246,0.120466667,-0.408,0,0,0,0.533333333,2,1,4,0,1,4,0,35.437355,26.005688,16.965212,1.6304327
n60,2251,0.155133333,-0.361,0,0,0,0.466666667,2,1,4,0,1,4,0,33.211124,-14.9347515,23.427689,-0.22566709
n60,2256,0.1687,-0.361,0,2,2,0.5,2,1,4,0,1,4,0,30.627426,-19.94957,16.390213,1.1234516
n60,2261,0.164666667,-0.361,0,1,1,0.5,2,1,4,0,1,4,0,26.364202,-20.663002,16.051802,0.78071105
n60,2266,0.162233333,-0.361,0,2,2,0.5,2,1,4,0,1,4,0,26.503065,-15.397941,16.334122,0.3255729
n60,2271,0.1706,-0.361,0,0,0,0.5,2,1,4,0,1,4,0,29.085608,-11.10524,12.095933,0.47510186
n60,2276,0.184133333,-0.361,0,0,0,0.466666667,2,1,4,0,1,4,0,21.615398,-19.381187,15.585838,-0.040094398
n60,2281,0.2082,-0.346,0,0,0,0.466666667,2,1,4,0,1,4,0,20.08623,-14.525817,14.387725,0.47231388
n60,2286,0.205533333,-0.346,0,1,1,0.466666667,2,1,4,0,1,4,0,20.535461,-9.961082,17.255634,0.13160872
n60,2291,0.2141,-0.346,0,0,0,0.466666667,2,1,4,0,1,4,0,16.203602,-7.309575,17.312122,-0.30970722
n60,2296,0.228366667,-0.346,0,3,3,0.5,2,1,4,0,1,4,0,21.858294,-5.423592,18.036661,0.5272565
n60,2301,0.231466667,-0.346,0,0,0,0.5,2,1,4,0,1,4,0,19.275047,-0.80972683,19.118969,1.135137
n60,2306,0.234333333,-0.346,0,0,0,0.433333333,2,1,4,0,1,4,0,26.766396,-2.2304127,18.770329,0.48691982
n60,2311,0.148,-0.435,0,0,0,0.5,2,1,4,0,1,4,0,22.935997,2.210056,16.407284,-0.74614525
n60,2316,0.1492,-0.435,0,1,1,0.5,2,1,4,0,1,4,0,28.369637,2.5021427,19.385998,0.38393623
n60,2321,0.157633333,-0.435,0,1,1,0.433333333,2,1,4,0,1,4,0,25.195496,6.4002247,19.614851,0.027116204
n60,2326,0.1555,-0.435,0,0,0,0.4,2,1,4,0,1,4,0,26.263342,10.684426,21.515734,0.46574578
n60,2331,0.157233333,-0.435,0,2,2,0.4,2,1,4,0,1,4,0,30.193079,12.094409,20.300764,-0.46362656
n60,2336,0.160233333,-0.435,0,1,1,0.433333333,2,1,4,0,1,4,0,33.899597,9.711112,11.946688,-2.620255
n60,2341,0.154233333,-0.443,0,1,1,0.5,2,1,4,0,1,4,0,37.539665,13.255194,19.165943,-0.86316806
n60,2346,0.1311,-0.469,0,2,2,0.5,2,1,4,0,1,4,0,38.494175,8.13161,19.417385,-1.086051
n60,2351,0.150566667,-0.435,0,1,1,0.5,2,1,4,0,1,4,0,40.509228,4.296493,18.854244,-1.2277094
n60,2356,0.144666667,-0.435,0,0,0,0.466666667,2,1,4,0,1,4,0,39.018173,-0.4389585,23.710306,1.0840291
n60,2361,0.142666667,-0.435,0,3,3,0.5,2,1,4,0,1,4,0,34.540035,2.371487,19.739443,-1.597294
n60,2366,0.145966667,-0.435,0,1,1,0.466666667,0,1,4,0,1,4,0,32.040997,-1.5875632,20.37263,-1.1740321
n60,2371,0.1465,-0.435,0,0,0,0.466666667,0,1,4,0,1,4,0,37.383656,-5.1158023,20.446487,-1.8552716
n60,2376,0.128833333,-0.435,0,2,2,0.466666667,0,4,4,0,1,4,0,31.702436,-6.4933486,20.790989,-1.5378736
n60,2381,0.208566667,-0.352,0,1,1,0.433333333,0,4,4,0,1,4,0,34.677814,-9.986097,21.764921,-1.5724714
n60,2386,0.210533333,-0.352,0,3,3,0.466666667,0,4,2,0,3,4,0,49.10262,47.24266,12.225133,-0.5121275
n60,2391,0.195933333,-0.352,0,0,0,0.566666667,0,4,2,0,3,4,0,47.383366,51.607506,17.951393,-7.4440174
n60,2396,0.165466667,-0.352,0,5,5,0.566666667,0,4,2,4,3,1,0,51.924587,53.828495,12.58833,-0.90654266
n60,2401,0.144566667,-0.352,0,0,0,0.566666667,0,4,2,4,3,4,0,56.165554,61.808422,13.373842,-0.38004738
n60,2406,0.142633333,-0.352,0,0,0,0.5,0,4,2,4,3,4,0,60.12048,56.006824,13.961649,-0.7528562
n60,2411,0.149433333,-0.328,0,9,9,0.433333333,0,4,2,4,3,1,0,55.746143,48.972664,13.330416,-1.378946
n60,2416,0.129066667,-0.328,0,4,4,0.533333333,0,4,2,4,3,4,0,56.023464,46.450897,13.358083,-1.8450294
n60,2421,0.1299,-0.328,0,0,0,0.566666667,0,4,2,4,3,4,0,53.915375,40.69621,13.033939,-2.404057
n60,2426,0.169833333,-0.284,0,2,2,0.533333333,0,4,2,4,3,4,0,52.73201,34.501453,14.073576,-1.7909209
n60,2431,0.1684,-0.284,0,2,2,0.533333333,0,4,2,4,3,4,0,48.306763,34.359177,14.568166,-1.9736993
n60,2436,0.170666667,-0.284,0,0,0,0.533333333,0,4,2,4,3,4,0,44.708504,31.553404,15.180779,-2.0215108
n60,2441,0.345766667,-0.103,0,0,0,0.533333333,0,4,2,4,3,4,0,44.502747,26.599577,14.766445,-2.9934025
n60,2446,0.3509,-0.103,0,3,3,0.533333333,0,4,2,4,3,4,0,48.68743,25.755785,14.4740305,-2.7925875
n60,2451,0.347766667,-0.103,0,0,0,0.566666667,0,4,2,4,3,4,0,50.263138,19.169365,13.453027,-3.298898
n60,2456,0.353533333,-0.103,0,0,0,0.566666667,0,4,2,4,3,4,0,47.635128,14.416962,21.409964,-8.651172
n60,2461,0.362733333,-0.103,0,2,2,0.533333333,0,4,2,4,3,4,0,43.126846,13.272268,16.850351,-3.0998209
n60,2466,0.355066667,-0.103,0,2,2,0.533333333,0,4,2,4,3,4,0,46.48619,7.194755,16.82058,-2.6604838
n60,2471,0.175933333,-0.297,0,0,0,0.566666667,0,4,2,4,3,4,0,49.049957,1.2457627,17.164463,-2.110622
n60,2476,0.165533333,-0.297,0,0,0,0.566666667,0,4,2,4,3,4,0,44.340702,-0.70571977,17.828373,-2.4653864
n60,2481,0.1977,-0.255,0,1,1,0.533333333,0,4,2,4,3,4,0,39.77177,-11.861535,18.176762,-3.2077289
n60,2486,0.352366667,-0.062,0,4,4,0.5,0,4,2,4,3,1,0,38.349865,-18.407509,18.54978,-3.014163
n60,2491,0.320133333,-0.062,0,0,0,0.5,0,4,2,4,3,4,0,40.830086,-21.59278,10.15808,-3.6356025
n60,2496,0.2915,-0.062,0,3,3,0.566666667,0,4,2,4,3,4,0,35.386463,-23.685028,19.38105,-3.153804
